"eeio_model","country","code_ape_a732","aggregate","fpt","unit","year","accuracy_mapping_a732"
"EEIO_DK","FR","01.41Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.41Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.41Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.42Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.42Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.42Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.42Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.43Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.43Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.43Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.43Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.44Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.44Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.44Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.44Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.45Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.45Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.45Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.45Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.46Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.46Z","GVA",374,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.46Z","IC",2,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.46Z","PRD",102,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.47Z","FD",105,"GCO2E_EUR",2022,4
"EEIO_DK","FR","01.47Z","GVA",374,"GCO2E_EUR",2022,4
