"eeio_model","country","code_ape_a732","aggregate","fpt","unit","year","accuracy_mapping_a732"
"EEIO_CANADA","FR","01.30Z","IC",66,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.30Z","PRD",586,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.41Z","FD",610,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.41Z","GVA",814,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.41Z","IC",66,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.41Z","PRD",586,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.42Z","FD",610,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.42Z","GVA",814,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.42Z","IC",66,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.42Z","PRD",586,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.43Z","FD",610,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.43Z","GVA",814,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.43Z","IC",66,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.43Z","PRD",586,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.44Z","FD",610,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.44Z","GVA",814,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.44Z","IC",66,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.44Z","PRD",586,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.45Z","FD",610,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.45Z","GVA",814,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.45Z","IC",66,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.45Z","PRD",586,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.46Z","FD",610,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.46Z","GVA",814,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.46Z","IC",66,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.46Z","PRD",586,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.47Z","FD",610,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.47Z","GVA",814,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.47Z","IC",66,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.47Z","PRD",586,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.49Z","FD",610,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.49Z","GVA",814,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.49Z","IC",66,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.49Z","PRD",586,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.50Z","FD",610,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.50Z","GVA",814,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.50Z","IC",66,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.50Z","PRD",586,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.61Z","FD",125,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.61Z","GVA",138,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.61Z","IC",65,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.61Z","PRD",124,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.62Z","FD",125,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.62Z","GVA",138,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.62Z","IC",65,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.62Z","PRD",124,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.63Z","FD",125,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.63Z","GVA",138,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.63Z","IC",65,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.63Z","PRD",124,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.64Z","FD",125,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.64Z","GVA",138,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.64Z","IC",65,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.64Z","PRD",124,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.70Z","FD",272,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.70Z","GVA",323,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.70Z","IC",29,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","01.70Z","PRD",272,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.10Z","FD",78,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.10Z","GVA",87,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.10Z","IC",55,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.10Z","PRD",77,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","02.20Z","FD",78,"GCO2E_EUR",2022,3
