"year","code_ape_a732","aggregate","fpt","accuracy_fpt","unit","libelle_ape_a732"
"2022","24.43Z","GVA",810,3.4,"GCO2E_EUR","Métallurgie du plomb, du zinc ou de l'étain"
"2022","24.43Z","PRD",528,3.4,"GCO2E_EUR","Métallurgie du plomb, du zinc ou de l'étain"
"2022","24.44Z","PRD",485,2.8,"GCO2E_EUR","Métallurgie du cuivre"
"2022","24.44Z","IC",369,2.8,"GCO2E_EUR","Métallurgie du cuivre"
"2022","24.44Z","GVA",733,2.8,"GCO2E_EUR","Métallurgie du cuivre"
"2022","24.45Z","IC",379,3.4,"GCO2E_EUR","Métallurgie des autres métaux non ferreux"
"2022","24.45Z","PRD",528,3.4,"GCO2E_EUR","Métallurgie des autres métaux non ferreux"
"2022","24.45Z","GVA",810,3.4,"GCO2E_EUR","Métallurgie des autres métaux non ferreux"
"2022","24.46Z","GVA",1124,3.4,"GCO2E_EUR","Élaboration et transformation de matières nucléaires"
"2022","24.46Z","PRD",680,3.4,"GCO2E_EUR","Élaboration et transformation de matières nucléaires"
"2022","24.46Z","IC",372,3.4,"GCO2E_EUR","Élaboration et transformation de matières nucléaires"
"2022","24.51Z","PRD",510,2.8,"GCO2E_EUR","Fonderie de fonte"
"2022","24.51Z","IC",396,2.8,"GCO2E_EUR","Fonderie de fonte"
"2022","24.51Z","GVA",690,2.8,"GCO2E_EUR","Fonderie de fonte"
"2022","24.52Z","GVA",690,2.8,"GCO2E_EUR","Fonderie d'acier"
"2022","24.52Z","IC",396,2.8,"GCO2E_EUR","Fonderie d'acier"
"2022","24.52Z","PRD",510,2.8,"GCO2E_EUR","Fonderie d'acier"
"2022","24.53Z","PRD",536,2.8,"GCO2E_EUR","Fonderie de métaux légers"
"2022","24.53Z","IC",402,2.8,"GCO2E_EUR","Fonderie de métaux légers"
"2022","24.53Z","GVA",763,2.8,"GCO2E_EUR","Fonderie de métaux légers"
"2022","24.54Z","GVA",763,2.8,"GCO2E_EUR","Fonderie d'autres métaux non ferreux"
"2022","24.54Z","PRD",536,2.8,"GCO2E_EUR","Fonderie d'autres métaux non ferreux"
"2022","24.54Z","IC",402,2.8,"GCO2E_EUR","Fonderie d'autres métaux non ferreux"
"2022","25.11Z","GVA",199,2,"GCO2E_EUR","Fabrication de structures métalliques et de parties de structures"
"2022","25.11Z","IC",383,2,"GCO2E_EUR","Fabrication de structures métalliques et de parties de structures"
"2022","25.11Z","PRD",313,2,"GCO2E_EUR","Fabrication de structures métalliques et de parties de structures"
"2022","25.12Z","PRD",289,2,"GCO2E_EUR","Fabrication de portes et fenêtres en métal"
"2022","25.12Z","IC",361,2,"GCO2E_EUR","Fabrication de portes et fenêtres en métal"
"2022","25.12Z","GVA",194,2,"GCO2E_EUR","Fabrication de portes et fenêtres en métal"
"2022","25.21Z","PRD",245,4,"GCO2E_EUR","Fabrication de radiateurs et de chaudières pour le chauffage central"
"2022","25.21Z","GVA",181,4,"GCO2E_EUR","Fabrication de radiateurs et de chaudières pour le chauffage central"
"2022","25.21Z","IC",304,4,"GCO2E_EUR","Fabrication de radiateurs et de chaudières pour le chauffage central"
"2022","25.29Z","PRD",254,2.9,"GCO2E_EUR","Fabrication d'autres réservoirs, citernes et conteneurs métalliques"
"2022","25.29Z","GVA",198,2.9,"GCO2E_EUR","Fabrication d'autres réservoirs, citernes et conteneurs métalliques"
"2022","25.29Z","IC",300,2.9,"GCO2E_EUR","Fabrication d'autres réservoirs, citernes et conteneurs métalliques"
"2022","25.30Z","IC",323,2,"GCO2E_EUR","Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central"
"2022","25.30Z","PRD",267,2,"GCO2E_EUR","Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central"
"2022","25.30Z","GVA",196,2,"GCO2E_EUR","Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central"
"2022","25.40Z","IC",229,2,"GCO2E_EUR","Fabrication d'armes et de munitions"
"2022","25.40Z","GVA",187,2,"GCO2E_EUR","Fabrication d'armes et de munitions"
"2022","25.40Z","PRD",209,2,"GCO2E_EUR","Fabrication d'armes et de munitions"
"2022","25.50A","GVA",235,3.7,"GCO2E_EUR","Forge, estampage, matriçage ; métallurgie des poudres"
"2022","25.50A","IC",322,3.7,"GCO2E_EUR","Forge, estampage, matriçage ; métallurgie des poudres"
"2022","25.50A","PRD",281,3.7,"GCO2E_EUR","Forge, estampage, matriçage ; métallurgie des poudres"
"2022","25.50B","PRD",261,3.7,"GCO2E_EUR","Découpage, emboutissage"
"2022","25.50B","IC",311,3.7,"GCO2E_EUR","Découpage, emboutissage"
"2022","25.50B","GVA",203,3.7,"GCO2E_EUR","Découpage, emboutissage"
"2022","25.61Z","IC",266,2,"GCO2E_EUR","Traitement et revêtement des métaux"
"2022","25.61Z","PRD",259,2,"GCO2E_EUR","Traitement et revêtement des métaux"
"2022","25.61Z","GVA",251,2,"GCO2E_EUR","Traitement et revêtement des métaux"
"2022","25.62A","IC",292,2.9,"GCO2E_EUR","Décolletage"
"2022","25.62A","PRD",250,2.9,"GCO2E_EUR","Décolletage"
"2022","25.62A","GVA",198,2.9,"GCO2E_EUR","Décolletage"
"2022","25.62B","IC",289,2,"GCO2E_EUR","Mécanique industrielle"
"2022","25.62B","PRD",243,2,"GCO2E_EUR","Mécanique industrielle"
"2022","25.62B","GVA",197,2,"GCO2E_EUR","Mécanique industrielle"
"2022","25.71Z","PRD",271,2,"GCO2E_EUR","Fabrication de coutellerie"
"2022","25.71Z","GVA",207,2,"GCO2E_EUR","Fabrication de coutellerie"
"2022","25.71Z","IC",328,2,"GCO2E_EUR","Fabrication de coutellerie"
"2022","25.72Z","PRD",233,3.7,"GCO2E_EUR","Fabrication de serrures et de ferrures"
"2022","25.72Z","GVA",191,3.7,"GCO2E_EUR","Fabrication de serrures et de ferrures"
"2022","25.72Z","IC",272,3.7,"GCO2E_EUR","Fabrication de serrures et de ferrures"
"2022","25.73A","PRD",219,2.9,"GCO2E_EUR","Fabrication de moules et modèles"
"2022","25.73A","GVA",191,2.9,"GCO2E_EUR","Fabrication de moules et modèles"
"2022","25.73A","IC",245,2.9,"GCO2E_EUR","Fabrication de moules et modèles"
"2022","25.73B","IC",268,3.7,"GCO2E_EUR","Fabrication d'autres outillages"
"2022","25.73B","GVA",184,3.7,"GCO2E_EUR","Fabrication d'autres outillages"
"2022","25.73B","PRD",228,3.7,"GCO2E_EUR","Fabrication d'autres outillages"
"2022","25.91Z","PRD",225,2.9,"GCO2E_EUR","Fabrication de fûts et emballages métalliques similaires"
"2022","25.91Z","IC",253,2.9,"GCO2E_EUR","Fabrication de fûts et emballages métalliques similaires"
"2022","25.91Z","GVA",194,2.9,"GCO2E_EUR","Fabrication de fûts et emballages métalliques similaires"
"2022","25.92Z","PRD",250,2.9,"GCO2E_EUR","Fabrication d'emballages métalliques légers"
"2022","25.92Z","IC",295,2.9,"GCO2E_EUR","Fabrication d'emballages métalliques légers"
"2022","25.92Z","GVA",197,2.9,"GCO2E_EUR","Fabrication d'emballages métalliques légers"
"2022","25.93Z","GVA",213,2,"GCO2E_EUR","Fabrication d'articles en fils métalliques, de chaînes et de ressorts"
"2022","25.93Z","PRD",227,2,"GCO2E_EUR","Fabrication d'articles en fils métalliques, de chaînes et de ressorts"
"2022","25.93Z","IC",241,2,"GCO2E_EUR","Fabrication d'articles en fils métalliques, de chaînes et de ressorts"
"2022","25.94Z","GVA",198,2.9,"GCO2E_EUR","Fabrication de vis et de boulons"
"2022","25.94Z","IC",292,2.9,"GCO2E_EUR","Fabrication de vis et de boulons"
"2022","25.94Z","PRD",250,2.9,"GCO2E_EUR","Fabrication de vis et de boulons"
"2022","25.99A","PRD",237,3.7,"GCO2E_EUR","Fabrication d'articles métalliques ménagers"
"2022","25.99A","GVA",192,3.7,"GCO2E_EUR","Fabrication d'articles métalliques ménagers"
"2022","25.99A","IC",278,3.7,"GCO2E_EUR","Fabrication d'articles métalliques ménagers"
"2022","25.99B","GVA",190,3.7,"GCO2E_EUR","Fabrication d'autres articles métalliques"
"2022","25.99B","PRD",237,3.7,"GCO2E_EUR","Fabrication d'autres articles métalliques"
"2022","25.99B","IC",281,3.7,"GCO2E_EUR","Fabrication d'autres articles métalliques"
"2022","26.11Z","GVA",150,2.8,"GCO2E_EUR","Fabrication de composants électroniques"
"2022","26.11Z","IC",161,2.8,"GCO2E_EUR","Fabrication de composants électroniques"
"2022","26.11Z","PRD",158,2.8,"GCO2E_EUR","Fabrication de composants électroniques"
"2022","26.12Z","IC",154,2,"GCO2E_EUR","Fabrication de cartes électroniques assemblées"
"2022","26.12Z","GVA",137,2,"GCO2E_EUR","Fabrication de cartes électroniques assemblées"
"2022","26.12Z","PRD",146,2,"GCO2E_EUR","Fabrication de cartes électroniques assemblées"
"2022","26.20Z","GVA",141,2.8,"GCO2E_EUR","Fabrication d'ordinateurs et d'équipements périphériques"
"2022","26.20Z","IC",155,2.8,"GCO2E_EUR","Fabrication d'ordinateurs et d'équipements périphériques"
"2022","26.20Z","PRD",149,2.8,"GCO2E_EUR","Fabrication d'ordinateurs et d'équipements périphériques"
"2022","26.30Z","PRD",148,2.8,"GCO2E_EUR","Fabrication d'équipements de communication"
"2022","26.30Z","GVA",141,2.8,"GCO2E_EUR","Fabrication d'équipements de communication"
"2022","26.30Z","IC",155,2.8,"GCO2E_EUR","Fabrication d'équipements de communication"
"2022","26.40Z","IC",156,1.8,"GCO2E_EUR","Fabrication de produits électroniques grand public"
"2022","26.40Z","GVA",136,1.8,"GCO2E_EUR","Fabrication de produits électroniques grand public"
"2022","26.40Z","PRD",147,1.8,"GCO2E_EUR","Fabrication de produits électroniques grand public"
"2022","26.51A","IC",156,2,"GCO2E_EUR","Fabrication d'équipements d'aide à la navigation"
"2022","26.51A","PRD",150,2,"GCO2E_EUR","Fabrication d'équipements d'aide à la navigation"
"2022","26.51A","GVA",142,2,"GCO2E_EUR","Fabrication d'équipements d'aide à la navigation"
"2022","26.51B","GVA",137,2.8,"GCO2E_EUR","Fabrication d'instrumentation scientifique et technique"
"2022","26.51B","IC",160,2.8,"GCO2E_EUR","Fabrication d'instrumentation scientifique et technique"
"2022","26.51B","PRD",149,2.8,"GCO2E_EUR","Fabrication d'instrumentation scientifique et technique"
"2022","26.52Z","PRD",144,2,"GCO2E_EUR","Horlogerie"
"2022","26.52Z","GVA",136,2,"GCO2E_EUR","Horlogerie"
"2022","26.52Z","IC",154,2,"GCO2E_EUR","Horlogerie"
"2022","26.60Z","PRD",149,2.8,"GCO2E_EUR","Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques"
"2022","26.60Z","IC",160,2.8,"GCO2E_EUR","Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques"
"2022","26.60Z","GVA",137,2.8,"GCO2E_EUR","Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques"
"2022","26.70Z","GVA",141,2.8,"GCO2E_EUR","Fabrication de matériels optique et photographique"
"2022","26.70Z","IC",172,2.8,"GCO2E_EUR","Fabrication de matériels optique et photographique"
"2022","26.70Z","PRD",158,2.8,"GCO2E_EUR","Fabrication de matériels optique et photographique"
"2022","26.80Z","PRD",144,2,"GCO2E_EUR","Fabrication de supports magnétiques et optiques"
"2022","26.80Z","IC",153,2,"GCO2E_EUR","Fabrication de supports magnétiques et optiques"
"2022","26.80Z","GVA",135,2,"GCO2E_EUR","Fabrication de supports magnétiques et optiques"
"2022","27.11Z","GVA",207,2.5,"GCO2E_EUR","Fabrication de moteurs, génératrices et transformateurs électriques"
"2022","27.11Z","IC",243,2.5,"GCO2E_EUR","Fabrication de moteurs, génératrices et transformateurs électriques"
"2022","27.11Z","PRD",227,2.5,"GCO2E_EUR","Fabrication de moteurs, génératrices et transformateurs électriques"
"2022","27.12Z","IC",240,2.5,"GCO2E_EUR","Fabrication de matériel de distribution et de commande électrique"
"2022","27.12Z","GVA",203,2.5,"GCO2E_EUR","Fabrication de matériel de distribution et de commande électrique"
"2022","27.12Z","PRD",225,2.5,"GCO2E_EUR","Fabrication de matériel de distribution et de commande électrique"
"2022","27.20Z","IC",240,1.9,"GCO2E_EUR","Fabrication de piles et d'accumulateurs électriques"
"2022","27.20Z","GVA",252,1.9,"GCO2E_EUR","Fabrication de piles et d'accumulateurs électriques"
"2022","27.20Z","PRD",241,1.9,"GCO2E_EUR","Fabrication de piles et d'accumulateurs électriques"
"2022","27.31Z","PRD",232,2.5,"GCO2E_EUR","Fabrication de câbles de fibres optiques"
"2022","27.31Z","IC",244,2.5,"GCO2E_EUR","Fabrication de câbles de fibres optiques"
"2022","27.31Z","GVA",212,2.5,"GCO2E_EUR","Fabrication de câbles de fibres optiques"
"2022","27.32Z","GVA",212,2.5,"GCO2E_EUR","Fabrication d'autres fils et câbles électroniques ou électriques"
"2022","27.32Z","IC",244,2.5,"GCO2E_EUR","Fabrication d'autres fils et câbles électroniques ou électriques"
"2022","27.32Z","PRD",232,2.5,"GCO2E_EUR","Fabrication d'autres fils et câbles électroniques ou électriques"
"2022","27.33Z","IC",239,1.9,"GCO2E_EUR","Fabrication de matériel d'installation électrique"
"2022","27.33Z","GVA",210,1.9,"GCO2E_EUR","Fabrication de matériel d'installation électrique"
"2022","27.33Z","PRD",227,1.9,"GCO2E_EUR","Fabrication de matériel d'installation électrique"
"2022","27.40Z","PRD",225,1.9,"GCO2E_EUR","Fabrication d'appareils d'éclairage électrique"
"2022","27.40Z","IC",229,1.9,"GCO2E_EUR","Fabrication d'appareils d'éclairage électrique"
"2022","27.40Z","GVA",215,1.9,"GCO2E_EUR","Fabrication d'appareils d'éclairage électrique"
"2022","27.51Z","PRD",222,2.5,"GCO2E_EUR","Fabrication d'appareils électroménagers"
"2022","27.51Z","GVA",203,2.5,"GCO2E_EUR","Fabrication d'appareils électroménagers"
"2022","27.51Z","IC",235,2.5,"GCO2E_EUR","Fabrication d'appareils électroménagers"
"2022","27.52Z","IC",238,2.5,"GCO2E_EUR","Fabrication d'appareils ménagers non électriques"
"2022","27.52Z","GVA",207,2.5,"GCO2E_EUR","Fabrication d'appareils ménagers non électriques"
"2022","27.52Z","PRD",226,2.5,"GCO2E_EUR","Fabrication d'appareils ménagers non électriques"
"2022","27.90Z","GVA",209,2.8,"GCO2E_EUR","Fabrication d'autres matériels électriques"
"2022","27.90Z","PRD",228,2.8,"GCO2E_EUR","Fabrication d'autres matériels électriques"
"2022","27.90Z","IC",239,2.8,"GCO2E_EUR","Fabrication d'autres matériels électriques"
"2022","28.11Z","PRD",198,1.9,"GCO2E_EUR","Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules"
"2022","28.11Z","IC",204,1.9,"GCO2E_EUR","Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules"
"2022","28.11Z","GVA",186,1.9,"GCO2E_EUR","Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules"
"2022","28.12Z","PRD",200,2,"GCO2E_EUR","Fabrication d'équipements hydrauliques et pneumatiques"
"2022","28.12Z","GVA",184,2,"GCO2E_EUR","Fabrication d'équipements hydrauliques et pneumatiques"
"2022","28.12Z","IC",209,2,"GCO2E_EUR","Fabrication d'équipements hydrauliques et pneumatiques"
"2022","28.13Z","IC",201,1.9,"GCO2E_EUR","Fabrication d'autres pompes et compresseurs"
"2022","28.13Z","GVA",184,1.9,"GCO2E_EUR","Fabrication d'autres pompes et compresseurs"
"2022","28.13Z","PRD",195,1.9,"GCO2E_EUR","Fabrication d'autres pompes et compresseurs"
"2022","28.14Z","GVA",187,2,"GCO2E_EUR","Fabrication d'autres articles de robinetterie"
"2022","28.14Z","PRD",204,2,"GCO2E_EUR","Fabrication d'autres articles de robinetterie"
"2022","28.14Z","IC",213,2,"GCO2E_EUR","Fabrication d'autres articles de robinetterie"
"2022","28.15Z","IC",207,2,"GCO2E_EUR","Fabrication d'engrenages et d'organes mécaniques de transmission"
"2022","28.15Z","PRD",202,2,"GCO2E_EUR","Fabrication d'engrenages et d'organes mécaniques de transmission"
"2022","28.15Z","GVA",191,2,"GCO2E_EUR","Fabrication d'engrenages et d'organes mécaniques de transmission"
"2022","28.21Z","IC",205,1.9,"GCO2E_EUR","Fabrication de fours et brûleurs"
"2022","28.21Z","PRD",197,1.9,"GCO2E_EUR","Fabrication de fours et brûleurs"
"2022","28.21Z","GVA",185,1.9,"GCO2E_EUR","Fabrication de fours et brûleurs"
"2022","28.22Z","IC",212,1.9,"GCO2E_EUR","Fabrication de matériel de levage et de manutention"
"2022","28.22Z","PRD",201,1.9,"GCO2E_EUR","Fabrication de matériel de levage et de manutention"
"2022","28.22Z","GVA",183,1.9,"GCO2E_EUR","Fabrication de matériel de levage et de manutention"
"2022","28.23Z","GVA",203,1.9,"GCO2E_EUR","Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)"
"2022","28.23Z","PRD",204,1.9,"GCO2E_EUR","Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)"
"2022","28.23Z","IC",204,1.9,"GCO2E_EUR","Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)"
"2022","28.24Z","GVA",183,1.9,"GCO2E_EUR","Fabrication d'outillage portatif à moteur incorporé"
"2022","28.24Z","PRD",195,1.9,"GCO2E_EUR","Fabrication d'outillage portatif à moteur incorporé"
"2022","28.24Z","IC",203,1.9,"GCO2E_EUR","Fabrication d'outillage portatif à moteur incorporé"
"2022","28.25Z","IC",207,1.9,"GCO2E_EUR","Fabrication d'équipements aérauliques et frigorifiques industriels"
"2022","28.25Z","PRD",209,1.9,"GCO2E_EUR","Fabrication d'équipements aérauliques et frigorifiques industriels"
"2022","28.25Z","GVA",211,1.9,"GCO2E_EUR","Fabrication d'équipements aérauliques et frigorifiques industriels"
"2022","28.29A","GVA",184,2.5,"GCO2E_EUR","Fabrication d'équipements d'emballage, de conditionnement et de pesage"
"2022","28.29A","IC",203,2.5,"GCO2E_EUR","Fabrication d'équipements d'emballage, de conditionnement et de pesage"
"2022","28.29A","PRD",196,2.5,"GCO2E_EUR","Fabrication d'équipements d'emballage, de conditionnement et de pesage"
"2022","28.29B","PRD",200,2.5,"GCO2E_EUR","Fabrication d'autres machines d'usage général"
"2022","28.29B","GVA",185,2.5,"GCO2E_EUR","Fabrication d'autres machines d'usage général"
"2022","28.29B","IC",208,2.5,"GCO2E_EUR","Fabrication d'autres machines d'usage général"
"2022","28.30Z","IC",209,1.9,"GCO2E_EUR","Fabrication de machines agricoles et forestières"
"2022","28.30Z","GVA",181,1.9,"GCO2E_EUR","Fabrication de machines agricoles et forestières"
"2022","28.30Z","PRD",198,1.9,"GCO2E_EUR","Fabrication de machines agricoles et forestières"
"2022","28.41Z","PRD",197,1.9,"GCO2E_EUR","Fabrication de machines-outils pour le travail des métaux"
"2022","28.41Z","GVA",182,1.9,"GCO2E_EUR","Fabrication de machines-outils pour le travail des métaux"
"2022","28.41Z","IC",206,1.9,"GCO2E_EUR","Fabrication de machines-outils pour le travail des métaux"
"2022","28.49Z","IC",204,2.5,"GCO2E_EUR","Fabrication d'autres machines-outils"
"2022","28.49Z","GVA",186,2.5,"GCO2E_EUR","Fabrication d'autres machines-outils"
"2022","28.49Z","PRD",197,2.5,"GCO2E_EUR","Fabrication d'autres machines-outils"
"2022","28.91Z","GVA",186,2.5,"GCO2E_EUR","Fabrication de machines pour la métallurgie"
"2022","28.91Z","IC",204,2.5,"GCO2E_EUR","Fabrication de machines pour la métallurgie"
"2022","28.91Z","PRD",197,2.5,"GCO2E_EUR","Fabrication de machines pour la métallurgie"
"2022","28.92Z","IC",214,1.9,"GCO2E_EUR","Fabrication de machines pour l'extraction ou la construction"
"2022","28.92Z","GVA",191,1.9,"GCO2E_EUR","Fabrication de machines pour l'extraction ou la construction"
"2022","28.92Z","PRD",205,1.9,"GCO2E_EUR","Fabrication de machines pour l'extraction ou la construction"
"2022","28.93Z","PRD",209,2.5,"GCO2E_EUR","Fabrication de machines pour l'industrie agro-alimentaire"
"2022","28.93Z","IC",224,2.5,"GCO2E_EUR","Fabrication de machines pour l'industrie agro-alimentaire"
"2022","28.93Z","GVA",185,2.5,"GCO2E_EUR","Fabrication de machines pour l'industrie agro-alimentaire"
"2022","28.94Z","GVA",185,2.5,"GCO2E_EUR","Fabrication de machines pour les industries textiles"
"2022","28.94Z","PRD",209,2.5,"GCO2E_EUR","Fabrication de machines pour les industries textiles"
"2022","28.94Z","IC",224,2.5,"GCO2E_EUR","Fabrication de machines pour les industries textiles"
"2022","28.95Z","PRD",209,2.5,"GCO2E_EUR","Fabrication de machines pour les industries du papier et du carton"
"2022","28.95Z","GVA",185,2.5,"GCO2E_EUR","Fabrication de machines pour les industries du papier et du carton"
"2022","28.95Z","IC",224,2.5,"GCO2E_EUR","Fabrication de machines pour les industries du papier et du carton"
"2022","28.96Z","GVA",185,2.5,"GCO2E_EUR","Fabrication de machines pour le travail du caoutchouc ou des plastiques"
"2022","28.96Z","IC",224,2.5,"GCO2E_EUR","Fabrication de machines pour le travail du caoutchouc ou des plastiques"
"2022","28.96Z","PRD",209,2.5,"GCO2E_EUR","Fabrication de machines pour le travail du caoutchouc ou des plastiques"
"2022","28.99A","PRD",209,2.5,"GCO2E_EUR","Fabrication de machines d'imprimerie"
"2022","28.99A","IC",224,2.5,"GCO2E_EUR","Fabrication de machines d'imprimerie"
"2022","28.99A","GVA",185,2.5,"GCO2E_EUR","Fabrication de machines d'imprimerie"
"2022","28.99B","GVA",183,2.8,"GCO2E_EUR","Fabrication d'autres machines spécialisées"
"2022","28.99B","IC",210,2.8,"GCO2E_EUR","Fabrication d'autres machines spécialisées"
"2022","28.99B","PRD",200,2.8,"GCO2E_EUR","Fabrication d'autres machines spécialisées"
"2022","29.10Z","IC",201,1.5,"GCO2E_EUR","Construction de véhicules automobiles"
"2022","29.10Z","GVA",202,1.5,"GCO2E_EUR","Construction de véhicules automobiles"
"2022","29.10Z","PRD",194,1.5,"GCO2E_EUR","Construction de véhicules automobiles"
"2022","29.20Z","PRD",204,1.5,"GCO2E_EUR","Fabrication de carrosseries et remorques"
"2022","29.20Z","IC",226,1.5,"GCO2E_EUR","Fabrication de carrosseries et remorques"
"2022","29.20Z","GVA",197,1.5,"GCO2E_EUR","Fabrication de carrosseries et remorques"
"2022","29.31Z","IC",196,1.8,"GCO2E_EUR","Fabrication d'équipements électriques et électroniques automobiles"
"2022","29.31Z","PRD",185,1.9,"GCO2E_EUR","Fabrication d'équipements électriques et électroniques automobiles"
"2022","29.31Z","GVA",184,1.8,"GCO2E_EUR","Fabrication d'équipements électriques et électroniques automobiles"
"2022","29.32Z","GVA",193,1.8,"GCO2E_EUR","Fabrication d'autres équipements automobiles"
"2022","29.32Z","IC",198,1.8,"GCO2E_EUR","Fabrication d'autres équipements automobiles"
"2022","29.32Z","PRD",188,1.9,"GCO2E_EUR","Fabrication d'autres équipements automobiles"
"2022","30.11Z","PRD",190,2.2,"GCO2E_EUR","Construction de navires et de structures flottantes"
"2022","30.11Z","IC",215,2.2,"GCO2E_EUR","Construction de navires et de structures flottantes"
"2022","30.11Z","GVA",176,2.2,"GCO2E_EUR","Construction de navires et de structures flottantes"
"2022","30.12Z","IC",210,1.8,"GCO2E_EUR","Construction de bateaux de plaisance"
"2022","30.12Z","PRD",192,1.8,"GCO2E_EUR","Construction de bateaux de plaisance"
"2022","30.12Z","GVA",185,1.8,"GCO2E_EUR","Construction de bateaux de plaisance"
"2022","30.20Z","GVA",209,1.5,"GCO2E_EUR","Construction de locomotives et d'autre matériel ferroviaire roulant"
"2022","30.20Z","PRD",198,1.5,"GCO2E_EUR","Construction de locomotives et d'autre matériel ferroviaire roulant"
"2022","30.20Z","IC",200,1.5,"GCO2E_EUR","Construction de locomotives et d'autre matériel ferroviaire roulant"
"2022","30.30Z","GVA",175,1.5,"GCO2E_EUR","Construction aéronautique et spatiale"
"2022","30.30Z","IC",198,1.5,"GCO2E_EUR","Construction aéronautique et spatiale"
"2022","30.30Z","PRD",186,1.5,"GCO2E_EUR","Construction aéronautique et spatiale"
"2022","30.40Z","PRD",219,2,"GCO2E_EUR","Construction de véhicules militaires de combat"
"2022","30.40Z","GVA",180,2,"GCO2E_EUR","Construction de véhicules militaires de combat"
"2022","30.40Z","IC",252,2,"GCO2E_EUR","Construction de véhicules militaires de combat"
"2022","30.91Z","PRD",198,2.7,"GCO2E_EUR","Fabrication de motocycles"
"2022","30.91Z","IC",214,2.7,"GCO2E_EUR","Fabrication de motocycles"
"2022","30.91Z","GVA",183,2.7,"GCO2E_EUR","Fabrication de motocycles"
"2022","30.92Z","GVA",183,2.7,"GCO2E_EUR","Fabrication de bicyclettes et de véhicules pour invalides"
"2022","30.92Z","PRD",198,2.7,"GCO2E_EUR","Fabrication de bicyclettes et de véhicules pour invalides"
"2022","30.92Z","IC",214,2.7,"GCO2E_EUR","Fabrication de bicyclettes et de véhicules pour invalides"
"2022","30.99Z","GVA",172,3.2,"GCO2E_EUR","Fabrication d'autres équipements de transport n.c.a."
"2022","30.99Z","PRD",192,3.2,"GCO2E_EUR","Fabrication d'autres équipements de transport n.c.a."
"2022","30.99Z","IC",213,3.2,"GCO2E_EUR","Fabrication d'autres équipements de transport n.c.a."
"2022","31.01Z","GVA",166,2.7,"GCO2E_EUR","Fabrication de meubles de bureau et de magasin"
"2022","31.01Z","IC",209,2.7,"GCO2E_EUR","Fabrication de meubles de bureau et de magasin"
"2022","31.01Z","PRD",191,2.7,"GCO2E_EUR","Fabrication de meubles de bureau et de magasin"
"2022","31.02Z","PRD",181,2,"GCO2E_EUR","Fabrication de meubles de cuisine"
"2022","31.02Z","GVA",164,2,"GCO2E_EUR","Fabrication de meubles de cuisine"
"2022","31.02Z","IC",193,2,"GCO2E_EUR","Fabrication de meubles de cuisine"
"2022","31.03Z","GVA",177,3.2,"GCO2E_EUR","Fabrication de matelas"
"2022","31.03Z","IC",209,3.2,"GCO2E_EUR","Fabrication de matelas"
"2022","31.03Z","PRD",192,3.2,"GCO2E_EUR","Fabrication de matelas"
"2022","31.09A","GVA",175,2,"GCO2E_EUR","Fabrication de sièges d'ameublement d'intérieur"
"2022","31.09A","IC",198,2,"GCO2E_EUR","Fabrication de sièges d'ameublement d'intérieur"
"2022","31.09A","PRD",187,2,"GCO2E_EUR","Fabrication de sièges d'ameublement d'intérieur"
"2022","31.09B","IC",204,2.7,"GCO2E_EUR","Fabrication d'autres meubles et industries connexes de l'ameublement"
"2022","31.09B","PRD",191,2.7,"GCO2E_EUR","Fabrication d'autres meubles et industries connexes de l'ameublement"
"2022","31.09B","GVA",177,2.7,"GCO2E_EUR","Fabrication d'autres meubles et industries connexes de l'ameublement"
"2022","32.11Z","GVA",165,3.1,"GCO2E_EUR","Frappe de monnaie"
"2022","32.11Z","PRD",194,3.1,"GCO2E_EUR","Frappe de monnaie"
"2022","32.11Z","IC",226,3.1,"GCO2E_EUR","Frappe de monnaie"
"2022","32.12Z","GVA",164,2.7,"GCO2E_EUR","Fabrication d'articles de joaillerie et bijouterie"
"2022","32.12Z","IC",213,2.7,"GCO2E_EUR","Fabrication d'articles de joaillerie et bijouterie"
"2022","32.12Z","PRD",188,2.7,"GCO2E_EUR","Fabrication d'articles de joaillerie et bijouterie"
"2022","32.13Z","GVA",164,2.7,"GCO2E_EUR","Fabrication d'articles de bijouterie fantaisie et articles similaires"
"2022","32.13Z","IC",213,2.7,"GCO2E_EUR","Fabrication d'articles de bijouterie fantaisie et articles similaires"
"2022","32.13Z","PRD",188,2.7,"GCO2E_EUR","Fabrication d'articles de bijouterie fantaisie et articles similaires"
