"year","code_ape_a732","aggregate","fpt","accuracy_fpt","unit","libelle_ape_a732"
"2022","46.18Z","IC",130,3.7,"GCO2E_EUR","Intermédiaires spécialisés dans le commerce d'autres produits spécifiques"
"2022","46.19A","PRD",99,3.7,"GCO2E_EUR","Centrales d'achat non alimentaires"
"2022","46.19A","IC",130,3.7,"GCO2E_EUR","Centrales d'achat non alimentaires"
"2022","46.19A","GVA",73,3.7,"GCO2E_EUR","Centrales d'achat non alimentaires"
"2022","46.19B","IC",130,3.7,"GCO2E_EUR","Autres intermédiaires du commerce en produits divers"
"2022","46.19B","GVA",73,3.7,"GCO2E_EUR","Autres intermédiaires du commerce en produits divers"
"2022","46.19B","PRD",99,3.7,"GCO2E_EUR","Autres intermédiaires du commerce en produits divers"
"2022","46.21Z","IC",130,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments …"
"2022","46.21Z","PRD",104,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments …"
"2022","46.21Z","GVA",81,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments …"
"2022","46.22Z","IC",130,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de fleurs et plantes"
"2022","46.22Z","GVA",81,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de fleurs et plantes"
"2022","46.22Z","PRD",104,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de fleurs et plantes"
"2022","46.23Z","PRD",104,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'animaux vivants"
"2022","46.23Z","GVA",81,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'animaux vivants"
"2022","46.23Z","IC",130,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'animaux vivants"
"2022","46.24Z","GVA",81,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de cuirs et peaux"
"2022","46.24Z","IC",130,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de cuirs et peaux"
"2022","46.24Z","PRD",104,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de cuirs et peaux"
"2022","46.31Z","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de fruits et légumes"
"2022","46.31Z","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de fruits et légumes"
"2022","46.31Z","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de fruits et légumes"
"2022","46.32A","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de viandes de boucherie"
"2022","46.32A","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de viandes de boucherie"
"2022","46.32A","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de viandes de boucherie"
"2022","46.32B","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits à base de viande"
"2022","46.32B","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits à base de viande"
"2022","46.32B","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits à base de viande"
"2022","46.32C","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de volailles et gibier"
"2022","46.32C","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de volailles et gibier"
"2022","46.32C","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de volailles et gibier"
"2022","46.33Z","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles"
"2022","46.33Z","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles"
"2022","46.33Z","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles"
"2022","46.34Z","IC",129,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de boissons"
"2022","46.34Z","GVA",79,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de boissons"
"2022","46.34Z","PRD",103,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de boissons"
"2022","46.35Z","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits à base de tabac"
"2022","46.35Z","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits à base de tabac"
"2022","46.35Z","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits à base de tabac"
"2022","46.36Z","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie"
"2022","46.36Z","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie"
"2022","46.36Z","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie"
"2022","46.37Z","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de café, thé, cacao et épices"
"2022","46.37Z","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de café, thé, cacao et épices"
"2022","46.37Z","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de café, thé, cacao et épices"
"2022","46.38A","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques"
"2022","46.38A","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques"
"2022","46.38A","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques"
"2022","46.38B","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) alimentaire spécialisé divers"
"2022","46.38B","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) alimentaire spécialisé divers"
"2022","46.38B","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) alimentaire spécialisé divers"
"2022","46.39A","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits surgelés"
"2022","46.39A","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits surgelés"
"2022","46.39A","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits surgelés"
"2022","46.39B","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) alimentaire non spécialisé"
"2022","46.39B","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) alimentaire non spécialisé"
"2022","46.39B","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) alimentaire non spécialisé"
"2022","46.41Z","GVA",81,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de textiles"
"2022","46.41Z","IC",130,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de textiles"
"2022","46.41Z","PRD",104,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de textiles"
"2022","46.42Z","GVA",81,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'habillement et de chaussures"
"2022","46.42Z","IC",130,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'habillement et de chaussures"
"2022","46.42Z","PRD",104,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'habillement et de chaussures"
"2022","46.43Z","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'appareils électroménagers"
"2022","46.43Z","GVA",77,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'appareils électroménagers"
"2022","46.43Z","PRD",100,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'appareils électroménagers"
"2022","46.44Z","GVA",79,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien"
"2022","46.44Z","PRD",102,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien"
"2022","46.44Z","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien"
"2022","46.45Z","IC",130,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté"
"2022","46.45Z","PRD",104,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté"
"2022","46.45Z","GVA",81,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté"
"2022","46.46Z","GVA",70,2,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits pharmaceutiques"
"2022","46.46Z","IC",103,2,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits pharmaceutiques"
"2022","46.46Z","PRD",86,2,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de produits pharmaceutiques"
"2022","46.47Z","GVA",78,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage"
"2022","46.47Z","PRD",101,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage"
"2022","46.47Z","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage"
"2022","46.48Z","PRD",104,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie"
"2022","46.48Z","GVA",81,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie"
"2022","46.48Z","IC",130,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie"
"2022","46.49Z","PRD",104,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'autres biens domestiques"
"2022","46.49Z","GVA",81,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'autres biens domestiques"
"2022","46.49Z","IC",130,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'autres biens domestiques"
"2022","46.51Z","GVA",73,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de lo…"
"2022","46.51Z","IC",125,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de lo…"
"2022","46.51Z","PRD",97,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de lo…"
"2022","46.52Z","GVA",77,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunicat…"
"2022","46.52Z","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunicat…"
"2022","46.52Z","PRD",100,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunicat…"
"2022","46.61Z","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de matériel agricole"
"2022","46.61Z","GVA",89,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de matériel agricole"
"2022","46.61Z","PRD",108,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de matériel agricole"
"2022","46.62Z","GVA",89,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de machines-outils"
"2022","46.62Z","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de machines-outils"
"2022","46.62Z","PRD",108,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de machines-outils"
"2022","46.63Z","PRD",108,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil"
"2022","46.63Z","IC",127,3.7,"GCO2E_EUR","Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil"
